thisRow.t,notes,test_stage_page.start,test_stage_page.stop,Trial,Game,fixation.start,fixation.stop,new_round.start,new_round.stop,step,participant,treatment,date,expName,psychopyVersion,frameRate,
,,9.94621093700016,11.494803052666855,1,7,11.507398319999993,18.01150750366675,18.0102551880002,22.011274664666658,,23092300,test,2023-09-23-0007,Race Game,2023.1.3,None,
,,,,1,7,22.00040273400009,24.500812606666855,,,1,,,,,,,
