thisRow.t,notes,test_stage_page.start,test_stage_page.stop,Trial,Game,fixation.start,fixation.stop,new_round.start,new_round.stop,step,participant,treatment,date,expName,psychopyVersion,frameRate,
,,11.009454298000492,27.29794459866777,1,7,27.31294305800111,31.814509739666633,31.82095456800016,35.81432002066528,,23092223,test,2023-09-22-2316,Race Game,2023.1.3,None,
,,,,1,7,35.803728874001536,37.30396841766584,,,1,,,,,,,
