thisRow.t,notes,test_stage_page.start,test_stage_page.stop,Trial,Game,fixation.start,fixation.stop,new_round.start,new_round.stop,step,participant,treatment,date,expName,psychopyVersion,frameRate,
,,12.595910395000004,20.609658133999986,1,7,20.621922786,27.11553937449998,27.13147577699999,31.122414633500007,,23092223,test,2023-09-22-2348,Race Game,2023.1.3,None,
,,,,1,7,31.119941804999996,34.1159766715,,,1,,,,,,,
