thisRow.t,notes,test_stage_page.start,test_stage_page.stop,Trial,Game,fixation.start,fixation.stop,new_round.start,new_round.stop,step,participant,treatment,date,expName,psychopyVersion,frameRate,
,,10.18472916199994,11.50032487266664,1,7,11.51719103299979,17.51733813866646,17.516321558999834,21.517019988666576,,23092300,test,2023-09-23-0009,Race Game,2023.1.3,None,
,,,,1,7,21.506734050999967,24.506923869666494,,,1,,,,,,,
