thisRow.t,notes,test_stage_page.start,test_stage_page.stop,Trial,Game,fixation.start,fixation.stop,new_round.start,new_round.stop,step,participant,treatment,date,expName,psychopyVersion,frameRate,
,,11.174842974,15.796205816999976,1,7,15.812561915000003,23.306964732999994,23.311798004999957,27.301539806999948,,23092223,test,2023-09-22-2353,Race Game,2023.1.3,89.80659655496568,
,,,,1,7,27.30226067999996,28.806594977999985,,,1,,,,,,,
